date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:45:06	194/194	U-----	200	untouched ('OK')	text/plain	date:Wed,%2010%20Jun%202020%2014:42:04%20GMT	https://www.appbrain.com/robots.txt		(from )
22:45:06	77255/77255	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2007%20Oct%202020%2020:45:06%20GMT	https://www.appbrain.com/app/underhand/edu.cornell.gdiac.underhand	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/www.appbrain.com/app/underhand/edu.cornell.gdiac.html	(from )
22:45:06	23000/23000	U-----	200	untouched ('')	image/png	date:Thu,%2030%20Apr%202020%2020:32:42%20GMT	https://www.appbrain.com/apple-touch-icon-precomposed.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/www.appbrain.com/apple-touch-icon-precomposed.png	(from https://www.appbrain.com/app/underhand/edu.cornell.gdiac.underhand)
22:45:06	25612/25612	---M--	200	added ('OK')	image/png	date:Tue,%2006%20Oct%202020%2014:45:53%20GMT	https://s.appbrain.com/static/202010061637551/images/aa-skyscraper-monetize.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/aa-skyscraper-monetize.png	(from https://www.appbrain.com/app/underhand/edu.cornell.gdiac.underhand)
22:45:06	216064/216064	U-----	200	untouched ('OK')	text/css	date:Tue,%2006%20Oct%202020%2014:41:54%20GMT	https://s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css	(from https://www.appbrain.com/app/underhand/edu.cornell.gdiac.underhand)
22:45:06	672449/672449	U-----	200	untouched ('')	application/javascript	etag:W/%2244f077b456f3decb0d1b00769927c002%22	https://use.fontawesome.com/releases/v5.0.6/js/all.js	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/use.fontawesome.com/releases/v5.0.6/js/all.js	(from https://www.appbrain.com/app/underhand/edu.cornell.gdiac.underhand)
22:45:06	7450/7450	U-----	200	untouched ('')	application/javascript	date:Tue,%2006%20Oct%202020%2014:41:54%20GMT	https://s.appbrain.com/static/202010061637551/gwt_apps/gwt_apps.nocache.js	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/gwt_apps/gwt_apps.nocache.js	(from https://www.appbrain.com/app/underhand/edu.cornell.gdiac.underhand)
22:45:07	4061/4061	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:45:53%20GMT	https://s.appbrain.com/static/202010061637551/images/appbrain_logo.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/appbrain_logo.png	(from https://www.appbrain.com/app/underhand/edu.cornell.gdiac.underhand)
22:45:07	8663/8663	U-----	200	untouched ('OK')	text/css	date:Tue,%2006%20Oct%202020%2014:41:54%20GMT	https://s.appbrain.com/static/202010061637551/apps_static/nv.d3.css	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/apps_static/nv.d3.css	(from https://www.appbrain.com/app/underhand/edu.cornell.gdiac.underhand)
22:45:07	151725/151725	U-----	200	untouched ('')	application/javascript	date:Tue,%2006%20Oct%202020%2014:41:54%20GMT	https://s.appbrain.com/static/202010061637551/apps_static/d3.v3.min.js	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/apps_static/d3.v3.min.js	(from https://www.appbrain.com/app/underhand/edu.cornell.gdiac.underhand)
22:45:14	133579/133579	U--MC-	200	updated ('OK')	text/javascript	date:Wed,%2007%20Oct%202020%2020:45:08%20GMT	http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://www.appbrain.com/app/underhand/edu.cornell.gdiac.underhand)
22:45:56	10907/10907	U-----	200	untouched ('')	application/javascript	date:Tue,%2006%20Oct%202020%2014:45:53%20GMT	https://s.appbrain.com/static/202010061637551/apps_static/stats.min.js	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/apps_static/stats.min.js	(from https://www.appbrain.com/app/underhand/edu.cornell.gdiac.underhand)
22:45:56	253352/253352	U-----	200	untouched ('')	application/javascript	date:Tue,%2006%20Oct%202020%2014:45:53%20GMT	https://s.appbrain.com/static/202010061637551/apps_static/nv.d3.min.js	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/apps_static/nv.d3.min.js	(from https://www.appbrain.com/app/underhand/edu.cornell.gdiac.underhand)
22:45:56	9715/9715	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:45:53%20GMT	https://s.appbrain.com/static/202010061637551/images/google-play-badge.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/google-play-badge.png	(from https://www.appbrain.com/app/underhand/edu.cornell.gdiac.underhand)
22:46:02	1222/1222	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:41:54%20GMT	https://s.appbrain.com/static/202010061637551/images/star-yellow.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/star-yellow.png	(from https://www.appbrain.com/app/underhand/edu.cornell.gdiac.underhand)
22:46:42	10445/10445	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:45:53%20GMT	https://s.appbrain.com/static/202010061637551/blob/sdk-logos/sdl.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/blob/sdk-logos/sdl.png	(from https://www.appbrain.com/app/underhand/edu.cornell.gdiac.underhand)
22:46:42	1222/1222	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:41:54%20GMT	https://s.appbrain.com/static/202010061637551/images/star-grey.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/star-grey.png	(from https://www.appbrain.com/app/underhand/edu.cornell.gdiac.underhand)
22:46:49	1239/1239	U-----	200	untouched ('')	application/javascript	etag:W/%225f7c5150-4d7%22	https://www.appbrain.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/www.appbrain.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://www.appbrain.com/app/underhand/edu.cornell.gdiac.underhand)
22:47:26	217/217	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:41:54%20GMT	https://s.appbrain.com/static/202010061637551/images/email.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/email.png	(from https://s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css)
22:47:26	2887/2887	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:45:53%20GMT	https://s.appbrain.com/static/202010061637551/images/checkbox-toggle.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/checkbox-toggle.png	(from https://s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css)
22:47:34	251/251	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:45:54%20GMT	https://s.appbrain.com/static/202010061637551/images/triangle_help_popup.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/triangle_help_popup.png	(from https://s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css)
22:47:35	7890/7890	U-----	200	untouched ('')	application/javascript	etag:%225ecfbd0b-1ed2%22	https://cdnjs.cloudflare.com/ajax/libs/vanilla-lazyload/16.1.0/lazyload.min.js	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/cdnjs.cloudflare.com/ajax/libs/vanilla-lazyload/16.1.0/lazyload.min.js	(from https://www.appbrain.com/app/underhand/edu.cornell.gdiac.underhand)
22:48:10	523/523	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:45:54%20GMT	https://s.appbrain.com/static/202010061637551/images/triangle_help_popup_2x.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/triangle_help_popup_2x.png	(from https://s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css)
22:48:11	731/731	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:45:54%20GMT	https://s.appbrain.com/static/202010061637551/images/star.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/star.png	(from https://s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css)
22:48:18	426/426	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:45:54%20GMT	https://s.appbrain.com/static/202010061637551/images/star_grey.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/star_grey.png	(from https://s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css)
22:48:20	233/233	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:45:54%20GMT	https://s.appbrain.com/static/202010061637551/images/star_grey2.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/star_grey2.png	(from https://s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css)
22:48:56	358/358	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:41:54%20GMT	https://s.appbrain.com/static/202010061637551/images/star2.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/star2.png	(from https://s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css)
22:48:56	3572/3572	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:41:54%20GMT	https://s.appbrain.com/static/202010061637551/images/promoblock-icon-monetize.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/promoblock-icon-monetize.png	(from https://s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css)
22:49:05	1632/1632	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:45:53%20GMT	https://s.appbrain.com/static/202010061637551/images/promoblock-icon-promote.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/promoblock-icon-promote.png	(from https://s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css)
22:49:06	3651/3651	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:45:53%20GMT	https://s.appbrain.com/static/202010061637551/images/promoblock-icon-intelligence.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/promoblock-icon-intelligence.png	(from https://s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css)
22:49:45	437/437	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:45:53%20GMT	https://s.appbrain.com/static/202010061637551/images/infotile-download.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/infotile-download.png	(from https://s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css)
22:49:45	1067/1067	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:41:54%20GMT	https://s.appbrain.com/static/202010061637551/images/infotile-content-rating.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/infotile-content-rating.png	(from https://s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css)
22:49:53	853/853	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:41:54%20GMT	https://s.appbrain.com/static/202010061637551/images/infotile-content-rating-medium.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/infotile-content-rating-medium.png	(from https://s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css)
22:49:55	639/639	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:45:53%20GMT	https://s.appbrain.com/static/202010061637551/images/infotile-content-rating-high.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/infotile-content-rating-high.png	(from https://s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css)
22:50:34	610/610	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:41:54%20GMT	https://s.appbrain.com/static/202010061637551/images/infotile-rating.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/infotile-rating.png	(from https://s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css)
22:50:34	562/562	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:45:53%20GMT	https://s.appbrain.com/static/202010061637551/images/infotile-ranking.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/infotile-ranking.png	(from https://s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css)
22:50:42	596/596	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:41:54%20GMT	https://s.appbrain.com/static/202010061637551/images/infotile-lib.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/infotile-lib.png	(from https://s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css)
22:50:44	579/579	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:45:53%20GMT	https://s.appbrain.com/static/202010061637551/images/infotile-android.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/infotile-android.png	(from https://s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css)
22:51:23	584/584	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:41:54%20GMT	https://s.appbrain.com/static/202010061637551/images/infotile-update.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/infotile-update.png	(from https://s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css)
22:51:23	590/590	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:41:54%20GMT	https://s.appbrain.com/static/202010061637551/images/infotile-size.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/infotile-size.png	(from https://s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css)
22:51:32	957/957	U-----	200	untouched ('')	image/png	date:Tue,%2006%20Oct%202020%2014:41:54%20GMT	https://s.appbrain.com/static/202010061637551/images/infotile-price-free.png	C:/Users/Jaroslav/Desktop/WinHTTrack/AppBrain%20Underhand/s.appbrain.com/static/202010061637551/images/infotile-price-free.png	(from https://s.appbrain.com/static/202010061637551/apps_static/apps_css.min.css)
